epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
0,0.1754857748746872,0.11909107118844986,1.102084755897522,1e-04,0.22023983299732208,0.1644463986158371,1.0466128587722778
1,0.21668140590190887,0.16050998866558075,1.0484519004821777,1e-04,0.2577698230743408,0.2101343423128128,1.0097546577453613
2,0.25412923097610474,0.20533831417560577,1.0115188360214233,1e-04,0.2850668430328369,0.24901030957698822,0.9878085255622864
3,0.2822827994823456,0.24479246139526367,0.9893368482589722,1e-04,0.30406829714775085,0.2795271575450897,0.9761871099472046
4,0.29856500029563904,0.26996955275535583,0.9794774651527405,1e-04,0.3167029619216919,0.3016531467437744,0.970506489276886
5,0.3147971034049988,0.29532745480537415,0.9764474034309387,1e-04,0.3234774172306061,0.314187616109848,0.9683881998062134
6,0.32344239950180054,0.3141215443611145,0.9683763980865479,1e-04,0.3274903893470764,0.3218487799167633,0.9674844741821289
7,0.32631269097328186,0.3171110451221466,0.9762904644012451,1e-04,0.3295140564441681,0.32578134536743164,0.9671247005462646
8,0.32938018441200256,0.32551971077919006,0.9671366810798645,1e-04,0.33069899678230286,0.3281058669090271,0.9669587016105652
9,0.3305979073047638,0.32790708541870117,0.9669691324234009,1e-04,0.3314576745033264,0.32960304617881775,0.9668643474578857
10,0.33139297366142273,0.32947513461112976,0.9668686389923096,1e-04,0.3319086730480194,0.3304961025714874,0.9668130874633789
11,0.3318590223789215,0.3303976356983185,0.9668182134628296,1e-04,0.33221110701560974,0.33109647035598755,0.9667808413505554
12,0.3321528732776642,0.3309807777404785,0.9667863845825195,1e-04,0.33241894841194153,0.3315095901489258,0.966759204864502
13,0.33233699202537537,0.3313466012477875,0.9667673707008362,1e-04,0.33257415890693665,0.3318184018135071,0.9667431712150574
14,0.33253782987594604,0.33174610137939453,0.9667466878890991,1e-04,0.3326975405216217,0.33206412196159363,0.966730535030365
15,0.3326432704925537,0.33195605874061584,0.9667359590530396,1e-04,0.332777738571167,0.33222392201423645,0.9667224287986755
16,0.33277276158332825,0.3322140574455261,0.9667229056358337,1e-04,0.33285000920295715,0.33236804604530334,0.9667150974273682
17,0.3327406346797943,0.33215001225471497,0.9667260646820068,1e-04,0.33290567994117737,0.33247917890548706,0.9667094945907593
18,0.3328622281551361,0.3323923945426941,0.9667138457298279,1e-04,0.33295026421546936,0.33256804943084717,0.9667050242424011
19,0.33294084668159485,0.3325493037700653,0.9667059779167175,1e-04,0.3329884707927704,0.3326443135738373,0.9667012095451355
