epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
25,0.43799689412117004,0.42230528593063354,0.9203929901123047,1e-04,0.46682605147361755,0.4418446123600006,0.9085873365402222
26,0.4365222752094269,0.42078086733818054,0.9210648536682129,1e-04,0.4608040153980255,0.43640008568763733,0.9113976359367371
27,0.4374196231365204,0.4216017723083496,0.920706033706665,1e-04,0.46705567836761475,0.44253501296043396,0.9079498052597046
28,0.4373514950275421,0.42144832015037537,0.9207383394241333,1e-04,0.4711648225784302,0.44839680194854736,0.9060254096984863
29,0.43848514556884766,0.4228474497795105,0.9201791286468506,1e-04,0.4582953155040741,0.4337131381034851,0.9122841358184814
30,0.4395467936992645,0.4240303933620453,0.9196568727493286,1e-04,0.4468727707862854,0.42276039719581604,0.9179682731628418
31,0.43909478187561035,0.42368340492248535,0.9198839664459229,1e-04,0.4640057384967804,0.4397932291030884,0.9100338220596313
32,0.4442276656627655,0.4286532700061798,0.9175849556922913,1e-04,0.4390594959259033,0.4156460165977478,0.9241306185722351
33,0.6787912845611572,0.6634538173675537,0.8123981356620789,1e-04,0.6767649054527283,0.6511463522911072,0.8147735595703125
34,0.684413492679596,0.6698891520500183,0.8098135590553284,1e-04,0.6264607310295105,0.6081710457801819,0.838077187538147
35,0.6461881995201111,0.6339951753616333,0.8275344371795654,1e-04,0.6229004263877869,0.6085346341133118,0.8396273255348206
36,0.6457406878471375,0.6361982226371765,0.8281833529472351,1e-04,0.6264710426330566,0.6119128465652466,0.8376842141151428
37,0.6463209390640259,0.6370079517364502,0.8278734087944031,1e-04,0.6247523427009583,0.6109192967414856,0.838747501373291
38,0.6463063359260559,0.6368610858917236,0.827885627746582,1e-04,0.6238375306129456,0.609372079372406,0.839040994644165
39,0.6451703310012817,0.6358767151832581,0.8283900022506714,1e-04,0.6184952259063721,0.6047505140304565,0.8415977954864502
40,0.645187258720398,0.6359096765518188,0.8283334970474243,1e-04,0.6198022961616516,0.6057496666908264,0.8410167098045349
41,0.6462202668190002,0.6367772221565247,0.8278723359107971,1e-04,0.6205002665519714,0.6053897738456726,0.8407126069068909
42,0.6472198963165283,0.6379469037055969,0.8273633718490601,1e-04,0.6239294409751892,0.6097789406776428,0.839054524898529
43,0.6455196738243103,0.6363224387168884,0.8281817436218262,1e-04,0.6259600520133972,0.6117239594459534,0.8378509283065796
44,0.649488091468811,0.6403629779815674,0.8262621164321899,1e-05,0.6260581612586975,0.6109848618507385,0.8380390405654907
45,0.6493967771530151,0.6404306292533875,0.8263251185417175,1e-05,0.6256216764450073,0.6103389859199524,0.8381679058074951
46,0.6487546563148499,0.6398158073425293,0.8265942931175232,1e-05,0.6240879893302917,0.6085618138313293,0.8389957547187805
47,0.6497654318809509,0.6408730149269104,0.826130747795105,1e-05,0.6233105063438416,0.6077834963798523,0.8392807245254517
48,0.650524377822876,0.6415585875511169,0.8257822394371033,1e-05,0.6208160519599915,0.6052694320678711,0.8405105471611023
49,0.6494528651237488,0.6406084895133972,0.8262699842453003,1e-05,0.6234378814697266,0.6078885793685913,0.8391832113265991
50,0.6501926779747009,0.6412914991378784,0.8259292244911194,1e-05,0.6223722696304321,0.6067991256713867,0.839751124382019
51,0.6512929797172546,0.6421619057655334,0.8254425525665283,1e-05,0.618165135383606,0.6029041409492493,0.8418072462081909
52,0.6502004265785217,0.6414334177970886,0.8259178996086121,1e-05,0.6194167137145996,0.6041264533996582,0.8411133289337158
53,0.6518129706382751,0.6429200172424316,0.8251787424087524,1e-05,0.6193243265151978,0.6040465831756592,0.8412606716156006
