epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
0,0.36932775378227234,0.34844303131103516,0.9488669633865356,1e-04,0.41557741165161133,0.39077064394950867,0.9322726130485535
1,0.4001312255859375,0.3822086751461029,0.9377533197402954,1e-04,0.4161534607410431,0.3924458622932434,0.9317958354949951
2,0.40449753403663635,0.3867529332637787,0.9358406662940979,1e-04,0.4222833216190338,0.398968905210495,0.9290695786476135
3,0.406404048204422,0.3890813887119293,0.9350159764289856,1e-04,0.42293545603752136,0.39875999093055725,0.9299739003181458
4,0.40901726484298706,0.39163243770599365,0.933832049369812,1e-04,0.4131702184677124,0.3875899016857147,0.9341558814048767
5,0.41088593006134033,0.3936401307582855,0.9330275058746338,1e-04,0.42595726251602173,0.40129727125167847,0.9274647235870361
6,0.4121348559856415,0.39489367604255676,0.9324604868888855,1e-04,0.42691096663475037,0.4015294909477234,0.931767463684082
7,0.41280317306518555,0.3956018388271332,0.9321520328521729,1e-04,0.4248487651348114,0.398880273103714,0.9292763471603394
8,0.4144521951675415,0.3974091410636902,0.9314062595367432,1e-04,0.42411696910858154,0.3979804217815399,0.9302793741226196
9,0.41556084156036377,0.3988034725189209,0.9308972954750061,1e-04,0.43522214889526367,0.41137662529945374,0.9237335324287415
10,0.41826239228248596,0.4013243019580841,0.9296581149101257,1e-04,0.4368850886821747,0.4144165813922882,0.9227815270423889
11,0.4168708920478821,0.3999914824962616,0.9302630424499512,1e-04,0.435092031955719,0.4103947877883911,0.9239562153816223
12,0.4188605546951294,0.40169665217399597,0.9293767809867859,1e-04,0.4315021336078644,0.4063180685043335,0.925288200378418
13,0.4195970892906189,0.40256163477897644,0.9290301203727722,1e-04,0.4395207166671753,0.416167289018631,0.9212640523910522
14,0.420641154050827,0.404005765914917,0.9285308122634888,1e-04,0.4371601343154907,0.41259750723838806,0.9238045811653137
15,0.42030560970306396,0.403676301240921,0.928667426109314,1e-04,0.43359479308128357,0.40830618143081665,0.9272976517677307
16,0.4213795065879822,0.4046611487865448,0.9281936883926392,1e-04,0.44127315282821655,0.4169130325317383,0.9217374920845032
17,0.4223524034023285,0.4054794907569885,0.9277252554893494,1e-04,0.44540271162986755,0.42252928018569946,0.9181787967681885
18,0.4239373207092285,0.407179057598114,0.9269897937774658,1e-04,0.42963555455207825,0.40328457951545715,0.926956057548523
19,0.424852579832077,0.4080822169780731,0.9266217947006226,1e-04,0.4446145296096802,0.4210795760154724,0.9190768003463745
20,0.4251725673675537,0.40856388211250305,0.9264267086982727,1e-04,0.4369916319847107,0.4112246632575989,0.9232873320579529
21,0.42424285411834717,0.40760061144828796,0.9268237352371216,1e-04,0.4462926983833313,0.4216964840888977,0.9185338020324707
22,0.4255774915218353,0.4090142250061035,0.9262285828590393,1e-04,0.44393637776374817,0.41985321044921875,0.9191849231719971
23,0.4246208071708679,0.4081927537918091,0.9266524314880371,1e-04,0.4472677707672119,0.42354488372802734,0.9182602167129517
24,0.42540961503982544,0.40887516736984253,0.9262791275978088,1e-04,0.44605451822280884,0.4220649003982544,0.9185116291046143
25,0.4273762106895447,0.4109610915184021,0.9254298210144043,1e-04,0.44306784868240356,0.4177084267139435,0.9206399321556091
26,0.42943432927131653,0.41278621554374695,0.9244790077209473,1e-04,0.4403376579284668,0.4148769974708557,0.9217303395271301
27,0.42799243330955505,0.4114605188369751,0.9251026511192322,1e-04,0.4481879472732544,0.4256364703178406,0.9176012873649597
28,0.4292423129081726,0.41265785694122314,0.924566924571991,1e-04,0.44326522946357727,0.4187915623188019,0.9201136827468872
29,0.43063607811927795,0.414081335067749,0.923960268497467,1e-04,0.4434413015842438,0.4177396893501282,0.9200393557548523
30,0.42918267846107483,0.4127730131149292,0.9245797395706177,1e-04,0.45075714588165283,0.4285954236984253,0.9168814420700073
31,0.4296981394290924,0.41333314776420593,0.9243109822273254,1e-04,0.446742981672287,0.422670841217041,0.9188121557235718
32,0.43015018105506897,0.4138369858264923,0.9241366386413574,1e-04,0.4469166100025177,0.42323774099349976,0.918684720993042
33,0.4308595359325409,0.41458991169929504,0.9237899780273438,1e-04,0.45184025168418884,0.4287279546260834,0.9156045913696289
34,0.43199974298477173,0.4155382513999939,0.9232752323150635,1e-04,0.4466383159160614,0.4229952394962311,0.9192737936973572
35,0.4322018027305603,0.4158504009246826,0.9232103824615479,1e-04,0.4488477110862732,0.4249621629714966,0.9173508286476135
36,0.43083974719047546,0.4148207902908325,0.9237728118896484,1e-04,0.44768205285072327,0.42306795716285706,0.9178421497344971
37,0.4320705533027649,0.41581782698631287,0.9232072830200195,1e-04,0.4503954350948334,0.42772749066352844,0.9168174862861633
38,0.4332285225391388,0.4168623685836792,0.9226966500282288,1e-04,0.4501195251941681,0.4260980784893036,0.9170046448707581
39,0.4334001839160919,0.417100191116333,0.9225760102272034,1e-04,0.4545412063598633,0.431915819644928,0.9144410490989685
